country,job_role,ai_specialization,experience_level,experience_years,salary_usd,education_required,industry,company_size,year,work_mode,company_rating,job_openings,hiring_difficulty_score,layoff_risk,ai_adoption_score,company_funding_billion,economic_index,ai_maturity_years,vacation_days,skill_demand_score,automation_risk,job_security_score,career_growth_score,work_life_balance_score,promotion_speed,salary_percentile,cost_of_living_index,employee_satisfaction
UK,Computer Vision Engineer,Analytics,Senior,8,93879,Bootcamp,Consulting,Startup,2020,Hybrid,3.31,26,31.38005452,0.097,92,0.33,80.11,13,11,10,86,74,58,75,60,82,0.78,75
Australia,Software Engineer AI,Forecasting,Mid,2,71005,Bachelor,Tech,Small,2026,Remote,4.76,23,70.93416669,0.198,42,0.7,48.84,6,30,47,47,71,25,78,50,50,2.12,65
Brazil,AI Engineer,Analytics,Mid,2,34067,Diploma,Consulting,Medium,2024,Onsite,4.14,15,61.16208102,0.279,64,7.45,90.86,5,26,47,51,76,63,97,46,41,1.98,89
UAE,Research Scientist,NLP,Mid,5,89054,Diploma,Finance,Startup,2026,Hybrid,4.44,19,41.35092276,0.176,65,8.41,52.04,11,13,34,100,72,68,40,38,34,1.29,65
Japan,Computer Vision Engineer,Forecasting,Mid,2,84151,Master,Education,Medium,2025,Remote,3.23,16,27.12487062,0.17,61,1.14,90.46,4,24,23,92,75,39,77,42,57,1.1,79
Canada,Software Engineer AI,MLOps,Senior,9,107568,PhD,Finance,Enterprise,2020,Onsite,3.91,17,39.72828458,0.059,59,5.44,99.13,14,30,23,47,88,52,81,77,66,1.06,83
Germany,Machine Learning Engineer,Forecasting,Mid,3,80409,Bachelor,Healthcare,Small,2026,Onsite,4.32,21,61.63719665,0.272,83,5.2,67.89,12,21,60,71,76,65,75,21,17,2.28,71
Brazil,Machine Learning Engineer,Forecasting,Entry,0,29906,Bootcamp,Automotive,Large,2025,Hybrid,4.17,39,32.80116113,0.433,67,3.66,76.71,12,12,17,41,56,53,71,12,83,2.07,66
Canada,Computer Vision Engineer,NLP,Lead,19,212783,Bootcamp,Energy,Medium,2023,Onsite,3.8,11,62.22809095,0.058,73,6.46,57.76,5,14,56,65,83,59,85,40,8,0.9,91
Canada,Data Scientist,Analytics,Senior,7,95334,Master,Healthcare,Small,2026,Onsite,4.23,22,68.35875048,0.099,73,7.27,57.47,7,12,33,26,93,66,71,28,82,2.05,81
Singapore,Research Scientist,Computer Vision,Mid,2,79593,Bootcamp,Automotive,Enterprise,2022,Remote,4.11,31,49.82594465,0.218,42,4.38,80.83,12,28,20,22,73,40,95,12,85,2.21,75
Brazil,Software Engineer AI,LLM,Entry,1,40940,Bootcamp,Tech,Startup,2026,Onsite,4.16,28,42.06101702,0.443,73,0.48,72.85,6,28,54,80,45,46,72,42,82,1.18,68
USA,Computer Vision Engineer,Reinforcement Learning,Senior,10,132387,Diploma,Automotive,Large,2026,Hybrid,4.75,29,44.12834873,0.057,84,2.63,69.57,4,11,21,57,91,55,70,49,54,1.44,81
Netherlands,Computer Vision Engineer,NLP,Mid,3,96041,PhD,Gaming,Enterprise,2026,Hybrid,3.37,13,43.31703303,0.123,60,7.49,69.2,14,21,52,17,88,58,57,43,98,1.71,68
India,Machine Learning Engineer,Computer Vision,Senior,9,56281,PhD,Retail,Large,2021,Remote,3.37,31,53.87203858,0.131,75,5.74,93.02,5,13,7,38,76,60,66,49,50,1.32,72
Brazil,NLP Engineer,Analytics,Mid,3,39722,Master,Healthcare,Medium,2024,Hybrid,3.59,22,58.18993813,0.243,78,1.3,68.3,11,24,64,40,73,46,65,21,64,2.06,57
USA,Machine Learning Engineer,Reinforcement Learning,Lead,19,221290,Master,Energy,Large,2020,Hybrid,4.09,15,27.63025629,0.109,73,2.55,53.58,3,11,37,64,73,58,64,51,77,2.33,89
UAE,Computer Vision Engineer,Computer Vision,Senior,8,92051,Diploma,Energy,Startup,2020,Hybrid,4.68,21,40.74023969,0.054,78,8.87,91.47,14,21,98,52,79,85,55,58,47,1.52,70
USA,NLP Engineer,Reinforcement Learning,Entry,0,97173,PhD,Education,Enterprise,2026,Hybrid,3.83,12,15.66465675,0.383,68,7.78,55,4,22,65,58,56,73,70,12,98,0.58,76
Singapore,Research Scientist,Generative AI,Entry,0,72435,PhD,Healthcare,Startup,2025,Onsite,3.43,20,39.21525189,0.444,64,0.67,90.81,8,14,26,78,35,36,42,35,66,1.36,52
Australia,AI Engineer,Analytics,Entry,1,81836,Diploma,Tech,Small,2025,Hybrid,4.51,14,24.00448665,0.274,50,2.2,69.23,5,29,66,18,71,42,56,28,42,1.74,64
Brazil,Software Engineer AI,MLOps,Mid,2,45289,Bootcamp,Telecom,Enterprise,2020,Onsite,4.48,26,41.86715554,0.147,95,1.89,84.83,11,27,63,91,73,66,61,48,73,2.11,64
France,Computer Vision Engineer,Computer Vision,Entry,0,64687,Diploma,Gaming,Medium,2023,Hybrid,3.78,13,63.84173798,0.32,65,4.1,76.14,14,30,4,77,59,59,51,31,61,1.57,62
France,Data Analyst,NLP,Entry,0,38132,Bootcamp,Education,Large,2022,Onsite,3.98,1,53.2163026,0.378,83,7.69,83.16,12,22,19,88,61,69,53,33,32,0.92,46
USA,Machine Learning Engineer,Analytics,Mid,2,111078,Diploma,Tech,Large,2022,Hybrid,4.24,12,34.22147197,0.161,65,0.73,93.13,14,16,53,65,75,39,52,13,100,1.59,65
Brazil,Computer Vision Engineer,Reinforcement Learning,Entry,1,35525,Bootcamp,Healthcare,Enterprise,2023,Onsite,4.26,28,33.45780436,0.342,61,9.43,72.54,10,26,49,41,72,75,97,12,23,1.36,65
Netherlands,Software Engineer AI,Forecasting,Senior,6,82744,Master,Automotive,Enterprise,2022,Hybrid,4.56,37,51.471877,0,79,2.01,62.84,11,19,29,39,96,57,66,19,99,1.71,71
France,Data Analyst,Analytics,Lead,19,93352,Bootcamp,Gaming,Large,2021,Hybrid,3.49,15,54.50111981,0.066,57,3.21,77.68,7,13,74,87,92,52,50,75,70,0.56,67
Australia,NLP Engineer,LLM,Senior,7,95632,PhD,Healthcare,Medium,2025,Remote,4.48,15,80.97921197,0.097,73,2.95,92.47,8,24,84,33,85,53,69,39,96,2.48,75
Netherlands,Data Analyst,MLOps,Mid,3,57593,Master,Energy,Medium,2025,Onsite,3.4,19,76.28021252,0.14,73,2.95,51.94,14,28,31,32,84,46,59,32,7,1.42,73
UAE,Data Analyst,Generative AI,Mid,5,62737,PhD,Tech,Startup,2025,Hybrid,4.5,12,48.20401618,0.118,93,6.82,66.12,4,14,1,71,66,72,82,53,21,0.95,74
Australia,Computer Vision Engineer,Analytics,Lead,19,163590,PhD,Retail,Medium,2022,Remote,4.38,20,74.24127163,0.218,71,5.62,81.66,4,30,74,30,73,65,51,52,69,1.01,71
Japan,AI Engineer,LLM,Mid,4,94770,Diploma,Telecom,Small,2025,Remote,3.28,29,46.72811906,0.16,82,8.1,61.26,14,19,5,2,78,72,55,72,39,1.04,75
Brazil,Machine Learning Engineer,Forecasting,Senior,11,62285,Master,Automotive,Large,2020,Hybrid,4.53,19,61.21135679,0.194,83,3.59,61.67,7,16,15,43,74,73,68,58,21,2.36,67
Japan,Computer Vision Engineer,Analytics,Senior,11,116947,PhD,Healthcare,Startup,2020,Onsite,3.86,19,68.87525099,0.072,92,7.79,66.3,6,15,79,82,72,78,57,44,52,1.8,71
Australia,Software Engineer AI,NLP,Entry,1,71773,Master,Telecom,Startup,2024,Hybrid,3.61,21,45.64120178,0.433,62,5.08,61.25,6,10,34,50,46,49,68,42,31,1.69,62
Netherlands,Research Scientist,LLM,Senior,6,105884,PhD,Automotive,Enterprise,2020,Hybrid,3.72,17,90.50575918,0.067,70,8.94,99.33,14,17,8,86,89,78,83,59,16,1.71,80
Netherlands,Research Scientist,MLOps,Mid,5,99954,Bachelor,Telecom,Enterprise,2023,Hybrid,4.4,19,50.99545186,0.175,81,9.04,94.8,8,29,29,29,75,73,76,59,18,1.38,79
Netherlands,Data Scientist,Generative AI,Lead,14,143180,Bootcamp,Education,Medium,2024,Onsite,4.17,29,62.99556989,0.09,75,5.77,87,13,16,98,32,87,62,65,65,88,1.83,72
Brazil,Machine Learning Engineer,Computer Vision,Lead,18,95161,Bootcamp,Energy,Medium,2020,Remote,4.09,12,64.98892359,0.095,78,8.15,97.79,11,26,26,74,80,67,65,44,69,0.59,73
UK,Data Scientist,Computer Vision,Senior,6,109722,Master,Energy,Large,2022,Onsite,3.21,13,34.18629198,0.08,44,8.91,81.87,10,12,66,58,89,60,85,40,8,1.48,79
Netherlands,Data Scientist,LLM,Lead,19,176128,Bootcamp,Consulting,Enterprise,2026,Onsite,4.45,18,54.54275589,0.055,79,0.67,99.59,7,10,51,33,77,52,82,25,1,2.16,94
Japan,Data Analyst,Analytics,Entry,1,46711,Bachelor,Tech,Large,2025,Remote,3.42,29,44.11608279,0.33,81,3.66,82.15,4,25,5,37,64,60,66,25,53,0.82,71
UK,Data Scientist,Forecasting,Lead,18,167396,Diploma,Gaming,Large,2022,Remote,4.52,9,30.55005848,0.179,68,6.72,59,13,27,18,84,82,62,55,36,45,1.9,72
Canada,Data Scientist,Reinforcement Learning,Lead,14,158489,Bachelor,Energy,Small,2024,Hybrid,3.71,24,50.28138741,0.044,81,2.63,50.76,10,27,55,69,96,47,98,22,49,0.62,94
Germany,Data Analyst,MLOps,Lead,14,104512,Master,Gaming,Small,2022,Remote,3.46,1,54.31347846,0.035,80,8.21,54.96,3,23,79,99,93,73,88,57,3,1.37,82
Germany,Data Analyst,LLM,Entry,0,44967,Diploma,Finance,Enterprise,2021,Onsite,4.38,19,28.19536448,0.421,61,3.92,56.46,14,11,32,95,68,55,84,12,6,1.14,73
Australia,Computer Vision Engineer,LLM,Mid,5,118204,Master,Energy,Small,2025,Hybrid,3.8,15,55.00335996,0.19,65,2.42,93.75,6,28,41,74,81,51,70,36,77,1.16,79
UAE,Software Engineer AI,Reinforcement Learning,Mid,4,66330,Diploma,Automotive,Small,2023,Hybrid,4.47,30,55.39967082,0.189,79,4.18,62.81,3,27,76,95,84,64,68,37,23,1.82,71
UAE,NLP Engineer,Generative AI,Lead,15,132458,Bootcamp,Tech,Medium,2020,Onsite,4.27,12,49.74384618,0.084,71,7.72,57.72,9,23,20,39,83,70,74,34,49,0.63,73
UK,Computer Vision Engineer,NLP,Mid,4,102829,Diploma,Retail,Medium,2025,Onsite,3.69,20,76.65486134,0.241,70,9,92.28,9,23,72,68,78,66,62,44,18,0.68,75
Australia,Data Analyst,Computer Vision,Senior,6,83954,Diploma,Retail,Medium,2021,Remote,3.85,31,23.691023,0.062,54,7.58,93.75,11,16,7,35,86,59,75,62,49,1.86,71
UAE,AI Engineer,Reinforcement Learning,Entry,1,56254,Diploma,Retail,Enterprise,2022,Hybrid,3.6,20,53.40557745,0.359,85,2.58,49.04,7,10,28,25,59,59,93,28,95,1.33,69
Canada,Computer Vision Engineer,Generative AI,Mid,2,79411,Master,Education,Small,2025,Hybrid,4.39,21,58.64188267,0.174,60,3.1,54.23,7,22,60,69,76,49,63,12,84,1.95,73
India,Research Scientist,Forecasting,Senior,6,41133,Diploma,Gaming,Enterprise,2025,Onsite,3.75,11,57.2957631,0.224,57,2.38,69.43,10,20,27,48,76,42,66,23,41,2.22,63
Australia,AI Engineer,MLOps,Mid,4,99160,Bootcamp,Healthcare,Startup,2021,Onsite,3.58,18,44.46593208,0.19,64,2.8,90.04,14,23,38,20,69,48,65,67,26,0.5,69
India,Data Analyst,Forecasting,Lead,12,45855,Bootcamp,Education,Small,2021,Onsite,3.68,19,42.80469271,0.123,53,3.58,62.62,8,18,98,63,84,42,79,42,93,0.74,78
UAE,Computer Vision Engineer,NLP,Lead,19,149692,Master,Healthcare,Medium,2021,Onsite,3.47,16,51.70611841,0.031,95,2.17,62.07,10,15,70,83,86,64,63,53,8,1.98,86
Singapore,AI Engineer,Generative AI,Entry,1,83624,Master,Tech,Startup,2024,Remote,3.75,13,45.03362064,0.446,65,2.15,79.52,4,14,2,28,54,46,50,50,65,2.38,64
Netherlands,Software Engineer AI,Forecasting,Entry,0,67816,Diploma,Education,Enterprise,2022,Remote,4.23,19,78.0965255,0.404,75,8.81,78.05,11,27,53,2,65,74,76,37,3,2.15,70
Singapore,Research Scientist,Generative AI,Senior,6,111260,Master,Tech,Enterprise,2024,Remote,4.56,1,64.24388245,0,64,4.04,66.85,11,14,31,25,87,53,88,51,80,1.19,82
Singapore,Research Scientist,Computer Vision,Senior,6,109750,PhD,Automotive,Large,2023,Hybrid,4.13,26,57.1926647,0.113,60,5.17,76.84,12,17,90,29,81,50,65,50,39,1.5,80
UAE,Machine Learning Engineer,Generative AI,Entry,1,58446,Diploma,Finance,Large,2022,Hybrid,4.78,20,53.16903954,0.373,83,4.75,88.52,3,30,2,90,63,73,76,42,22,1.59,59
Canada,Computer Vision Engineer,Computer Vision,Lead,19,216227,Bootcamp,Gaming,Enterprise,2026,Remote,3.37,13,89.91979105,0.074,64,3.52,74.22,6,28,61,35,88,50,59,52,6,2.11,80
Canada,Research Scientist,LLM,Entry,0,87006,Master,Healthcare,Medium,2021,Remote,4.57,9,52.36194636,0.329,83,0.21,68.01,14,22,10,39,53,52,85,37,21,1.53,80
Brazil,Data Analyst,Generative AI,Lead,16,66178,Master,Energy,Medium,2026,Onsite,4.46,4,82.09981345,0.13,64,8.15,51.55,4,26,96,45,80,63,76,46,7,1.54,66
Canada,NLP Engineer,Generative AI,Mid,5,93025,PhD,Finance,Medium,2021,Onsite,4.34,22,53.48930941,0.201,84,8.85,94.41,7,24,63,30,78,74,51,14,46,0.74,75
Singapore,NLP Engineer,Generative AI,Lead,13,166833,Bachelor,Healthcare,Enterprise,2024,Hybrid,4.49,16,100,0.136,93,3.31,52.53,6,12,11,35,81,62,66,25,20,1.28,76
Australia,Data Scientist,Computer Vision,Lead,12,128302,Bachelor,Gaming,Medium,2020,Hybrid,3.93,22,50.81851911,0.079,64,5.34,91.51,10,21,98,35,94,68,87,82,14,2.16,80
UK,Machine Learning Engineer,Generative AI,Mid,3,70791,Bachelor,Telecom,Large,2022,Remote,4.59,13,26.54648529,0.239,69,4.38,76.06,8,27,12,77,83,47,97,20,77,1.53,77
India,NLP Engineer,Generative AI,Entry,1,30554,Bachelor,Automotive,Large,2021,Onsite,4.4,10,34.21241237,0.461,70,0.72,94.84,6,28,67,22,55,49,59,48,88,2.22,58
Australia,Data Scientist,MLOps,Mid,5,79967,Diploma,Automotive,Medium,2023,Remote,4.28,19,36.81599676,0.186,81,3.98,61.55,5,23,36,54,82,62,61,55,39,1.45,67
Netherlands,Machine Learning Engineer,Forecasting,Senior,8,122718,Bootcamp,Automotive,Small,2020,Remote,4.06,15,26.132463,0.079,73,2.12,95.23,10,13,18,39,86,47,55,69,1,0.77,69
Australia,Software Engineer AI,Analytics,Lead,17,151255,Diploma,Gaming,Large,2026,Onsite,4.23,16,38.92861646,0.148,71,2.2,84.47,5,19,42,78,80,44,69,37,89,2.1,76
Germany,Computer Vision Engineer,Analytics,Senior,8,116245,PhD,Healthcare,Large,2020,Onsite,3.84,7,70.72789593,0.095,95,4.75,48.16,13,25,74,32,81,73,64,41,42,0.8,67
Australia,Research Scientist,Reinforcement Learning,Lead,12,151294,Bootcamp,Gaming,Startup,2020,Remote,4.48,5,64.67531289,0.07,66,1.42,92.54,13,27,4,94,81,39,45,75,60,1.27,79
Japan,Data Analyst,Generative AI,Lead,15,112389,Diploma,Automotive,Startup,2021,Onsite,3.75,15,62.56275929,0.032,69,0.78,99.35,7,17,33,85,80,44,71,65,20,2.28,75
Japan,NLP Engineer,Forecasting,Lead,13,122890,Bootcamp,Finance,Large,2022,Onsite,4.06,32,78.01522998,0.046,74,0.64,71.23,11,23,70,5,87,45,89,22,47,2.29,88
Japan,Machine Learning Engineer,NLP,Entry,1,68627,Bootcamp,Retail,Medium,2023,Onsite,3.71,12,49.3857643,0.479,72,3.22,49.78,13,30,52,97,60,63,74,15,43,2.39,66
Australia,Machine Learning Engineer,Reinforcement Learning,Entry,0,64300,Bootcamp,Finance,Medium,2025,Onsite,3.67,27,58.21579866,0.371,79,5.87,49.98,11,28,89,74,65,62,70,34,29,2.2,68
Netherlands,Software Engineer AI,NLP,Lead,14,124305,PhD,Consulting,Enterprise,2025,Hybrid,3.33,2,53.47324586,0.073,60,5.56,83.88,4,19,54,11,91,49,73,28,15,0.99,64
Japan,Data Scientist,Forecasting,Senior,11,136043,Master,Automotive,Medium,2023,Hybrid,3.57,15,64.66888903,0.11,58,1.36,50.85,8,25,13,57,87,52,52,65,93,1.99,71
Japan,Computer Vision Engineer,LLM,Senior,9,134244,Bachelor,Finance,Medium,2025,Hybrid,4.55,18,94.79603787,0.042,93,3.97,70.32,13,13,87,22,87,53,61,39,95,2.41,84
Germany,Data Scientist,Generative AI,Mid,4,67364,Diploma,Gaming,Enterprise,2023,Hybrid,3.89,11,37.13399895,0.135,61,6.92,50.03,13,15,24,82,82,56,71,12,85,1.79,67
Australia,NLP Engineer,Forecasting,Entry,1,70106,Bootcamp,Education,Small,2021,Hybrid,3.45,10,73.84014689,0.448,47,7.75,86.35,3,16,27,36,57,41,81,31,97,1.45,76
Japan,Machine Learning Engineer,Analytics,Entry,0,63570,PhD,Energy,Small,2024,Hybrid,4.59,7,46.87906204,0.46,74,4.38,83.92,4,18,86,63,60,56,98,40,68,2.12,65
UAE,Software Engineer AI,Computer Vision,Lead,17,151924,PhD,Education,Large,2021,Hybrid,4.6,13,40.9561674,0.104,71,2.54,74.05,12,15,87,91,83,57,63,34,39,1.8,77
Brazil,Machine Learning Engineer,Reinforcement Learning,Mid,2,34712,PhD,Gaming,Startup,2025,Remote,4.31,7,65.0603073,0.111,86,8.56,84.89,8,14,66,50,68,80,62,55,54,2.45,72
Brazil,Data Scientist,Forecasting,Lead,14,60775,Bootcamp,Telecom,Small,2024,Onsite,3.31,26,25.23552192,0.135,72,7.19,98.49,5,27,22,63,75,67,61,57,37,1.21,64
UK,Data Scientist,LLM,Senior,10,128923,PhD,Consulting,Enterprise,2020,Hybrid,4.6,16,78.16902028,0.004,67,0.31,58.37,5,16,50,72,86,36,83,44,65,0.7,76
UAE,Computer Vision Engineer,Forecasting,Lead,14,142578,Diploma,Consulting,Large,2024,Remote,3.23,32,84.2471028,0.091,73,5.62,47.7,12,10,98,29,90,65,76,48,38,1.15,81
USA,Research Scientist,NLP,Mid,2,100168,Diploma,Energy,Medium,2021,Onsite,3.49,21,67.71264466,0.208,71,6.59,50.81,10,27,66,15,78,66,58,56,74,1.74,67
Canada,Research Scientist,Forecasting,Senior,7,104035,Bootcamp,Energy,Startup,2026,Hybrid,4.67,26,66.64618656,0.09,80,0.38,98.68,4,30,97,32,66,48,69,56,39,2.01,72
USA,Computer Vision Engineer,Forecasting,Senior,8,132154,Bachelor,Gaming,Startup,2026,Remote,3.56,31,40.50690847,0.048,83,3.97,75.01,14,28,89,45,72,54,70,34,91,1.54,79
Brazil,NLP Engineer,Reinforcement Learning,Mid,5,42897,Master,Education,Small,2025,Onsite,3.48,10,47.48625312,0.193,69,6.18,68.7,8,27,36,77,75,66,86,24,69,1.35,65
UK,Software Engineer AI,MLOps,Senior,6,85100,Bootcamp,Automotive,Enterprise,2020,Remote,3.96,12,58.90029614,0.118,82,3.76,93.16,5,23,8,36,77,72,58,12,84,0.83,71
UK,Data Scientist,Reinforcement Learning,Mid,2,65813,Diploma,Healthcare,Medium,2020,Remote,4.49,15,36.89917524,0.209,70,2.39,49.22,12,30,35,81,70,60,59,15,54,0.97,70
Australia,Computer Vision Engineer,MLOps,Entry,1,76810,PhD,Finance,Large,2021,Hybrid,3.59,15,69.56054685,0.351,63,1.02,61.82,8,28,1,100,58,52,71,15,94,1.72,70
Canada,Computer Vision Engineer,Generative AI,Senior,8,114246,Master,Finance,Enterprise,2021,Remote,3.43,18,24.52447332,0.031,56,6.1,50.15,10,18,42,37,87,57,97,41,44,0.97,85
Singapore,Data Scientist,LLM,Lead,13,142994,Bachelor,Gaming,Startup,2020,Hybrid,3.91,20,71.91413646,0.07,84,0.38,85.27,3,13,21,57,71,52,75,40,59,1.68,82
USA,NLP Engineer,NLP,Mid,5,114820,PhD,Healthcare,Medium,2021,Onsite,3.92,12,82.09868112,0.222,73,5.23,84.53,8,18,11,48,76,58,91,21,86,0.88,84
UAE,Data Scientist,Reinforcement Learning,Entry,0,49033,Diploma,Telecom,Medium,2020,Remote,4.68,28,68.41801072,0.36,70,8.56,84.07,14,13,1,28,60,66,64,19,62,0.67,64
Canada,Data Scientist,LLM,Mid,5,106791,Bachelor,Energy,Large,2025,Hybrid,4.37,24,23.11845103,0.148,91,9.17,82.66,4,23,89,17,80,71,48,22,62,1.06,62
Canada,Data Analyst,Computer Vision,Lead,15,100766,PhD,Finance,Startup,2026,Hybrid,4.43,15,35.9988855,0.057,60,9.48,71.61,5,22,100,97,76,71,77,76,18,0.67,75
UAE,Data Scientist,LLM,Entry,1,53511,Bootcamp,Energy,Enterprise,2023,Remote,4.07,6,19.41272247,0.384,75,2.74,70.28,10,21,93,28,64,52,64,12,81,1.87,57
Japan,Data Scientist,Reinforcement Learning,Lead,13,140703,Bachelor,Education,Large,2023,Remote,4,13,75.3725829,0.133,85,5.85,70.02,4,28,94,50,83,64,81,37,45,1.59,83
Australia,Software Engineer AI,Computer Vision,Mid,5,109419,Master,Retail,Medium,2024,Onsite,3.4,18,38.28743145,0.135,70,5.93,68.51,12,29,37,100,78,61,87,28,89,2.02,72
USA,Research Scientist,Reinforcement Learning,Mid,3,121297,Diploma,Energy,Enterprise,2025,Onsite,4.12,6,30.24886807,0.089,70,5.63,58.11,3,17,64,50,82,65,66,12,15,1.17,79
Germany,Computer Vision Engineer,Analytics,Entry,1,81965,PhD,Energy,Startup,2025,Hybrid,3.93,15,51.38677148,0.387,75,6.61,86.77,12,23,47,70,52,68,65,46,88,0.54,63
UK,Computer Vision Engineer,Computer Vision,Entry,0,65741,Bachelor,Tech,Enterprise,2023,Remote,3.33,18,57.83958768,0.351,73,7.81,55.78,3,11,51,65,62,70,82,12,37,1.25,72
UAE,NLP Engineer,NLP,Lead,19,132054,PhD,Telecom,Startup,2026,Hybrid,3.66,24,45.24782678,0,71,5.11,65.68,4,26,27,20,80,57,53,87,69,0.65,70
India,NLP Engineer,Reinforcement Learning,Entry,1,30440,Bachelor,Automotive,Large,2026,Remote,3.3,20,57.00387697,0.397,62,9.32,55.3,9,13,59,79,61,67,78,21,78,1.95,61
USA,Research Scientist,NLP,Mid,4,134118,Bachelor,Finance,Startup,2021,Hybrid,3.71,20,53.55815617,0.206,79,5.47,77.64,8,26,67,93,60,70,68,29,34,2.44,75
UK,Software Engineer AI,LLM,Mid,5,82753,PhD,Automotive,Startup,2023,Hybrid,4.72,16,47.93072747,0.229,61,2.05,59.22,11,12,34,92,59,45,75,48,74,0.6,62
UAE,Machine Learning Engineer,Analytics,Lead,13,150838,Bachelor,Consulting,Enterprise,2025,Onsite,4.66,13,100,0.088,67,7.46,75.48,5,21,21,33,79,52,98,19,99,2.19,86
Canada,Machine Learning Engineer,LLM,Mid,5,96563,Bachelor,Energy,Startup,2023,Remote,4.08,9,42.98887476,0.069,94,4.85,79.08,10,21,50,20,70,69,49,61,23,0.93,63
USA,NLP Engineer,Generative AI,Mid,3,105229,PhD,Gaming,Small,2025,Remote,3.51,7,48.06333999,0.163,69,8.95,90.48,12,21,16,65,86,76,60,49,87,1.93,80
USA,Data Scientist,Generative AI,Mid,2,91009,Bachelor,Energy,Startup,2025,Hybrid,4.01,10,50.49804774,0.26,73,9.17,45.74,7,20,12,71,57,77,49,54,59,2.2,59
USA,Software Engineer AI,MLOps,Mid,2,96284,Bootcamp,Automotive,Enterprise,2020,Hybrid,3.58,10,57.60834345,0.201,59,6.22,98.84,8,28,64,99,77,52,74,51,100,1.34,70
Germany,Data Analyst,LLM,Mid,3,60738,Master,Tech,Large,2026,Hybrid,4.44,7,37.34013315,0.06,69,6.25,69.57,13,10,43,1,85,67,59,30,98,2.34,65
UAE,NLP Engineer,Reinforcement Learning,Senior,10,119500,Diploma,Finance,Small,2023,Remote,4.3,16,10.51192165,0.081,49,3.52,80.51,5,18,12,6,85,32,56,37,30,1.52,74
Singapore,NLP Engineer,Computer Vision,Senior,11,161323,Bootcamp,Consulting,Startup,2023,Onsite,4.74,19,82.14422093,0.125,60,9.41,81.32,9,12,76,73,72,53,51,67,8,1.33,73
Australia,Data Scientist,Analytics,Mid,2,90126,Diploma,Automotive,Medium,2025,Onsite,4.37,14,32.13316952,0.194,85,3.79,66.3,8,20,58,35,78,63,70,33,30,0.86,71
Canada,Data Analyst,NLP,Mid,4,76084,Bachelor,Education,Startup,2025,Hybrid,4.17,18,86.36276952,0.099,93,1.37,47.73,10,20,53,16,63,61,88,54,69,1.5,70
India,Data Analyst,MLOps,Lead,19,45109,Bachelor,Automotive,Large,2021,Remote,3.92,17,32.02595343,0.079,65,9.02,88.8,13,19,91,90,90,62,58,56,78,2.01,71
USA,Data Analyst,Reinforcement Learning,Senior,6,76992,PhD,Healthcare,Startup,2020,Onsite,3.82,10,97.10432113,0.14,75,2.01,69.4,3,19,34,23,73,51,78,49,4,0.79,69
Australia,Computer Vision Engineer,Computer Vision,Mid,3,99278,Master,Finance,Large,2021,Remote,3.54,11,65.59301415,0.097,71,8.15,74.54,3,17,17,26,83,68,58,33,52,1.44,74
India,Machine Learning Engineer,Computer Vision,Senior,10,46238,Master,Finance,Startup,2020,Hybrid,4.31,26,58.44937532,0.057,66,8.81,81.96,5,12,43,16,81,59,53,48,6,2,64
Netherlands,AI Engineer,Generative AI,Mid,2,75326,Diploma,Education,Large,2023,Hybrid,3.8,29,37.14321591,0.092,59,1.64,95.91,13,23,23,46,90,34,63,12,28,2.33,74
UK,Research Scientist,LLM,Senior,11,122030,Bootcamp,Consulting,Small,2020,Onsite,4.71,1,50.89549546,0.091,60,3.77,56.68,6,30,38,64,86,51,86,34,53,1.02,86
Singapore,Computer Vision Engineer,Generative AI,Entry,1,82491,Master,Finance,Medium,2021,Remote,4.43,14,41.0625744,0.502,82,1.15,98.5,13,26,32,81,49,56,92,57,70,1.19,71
USA,NLP Engineer,Forecasting,Senior,7,147485,PhD,Consulting,Enterprise,2026,Onsite,3.62,11,94.82303148,0,77,8.63,84.84,8,22,35,24,87,73,84,50,4,1.36,82
India,Data Analyst,Forecasting,Entry,0,28000,Bootcamp,Automotive,Startup,2025,Onsite,3.83,12,27.51326091,0.406,64,1.46,88.6,6,15,13,32,54,32,65,24,85,2.25,58
Germany,Research Scientist,Generative AI,Entry,0,57605,PhD,Retail,Enterprise,2023,Remote,4.48,25,61.49774949,0.438,77,6.3,89.17,6,28,41,95,63,62,65,45,90,1.07,69
India,AI Engineer,NLP,Senior,7,47101,Bootcamp,Education,Enterprise,2023,Hybrid,3.41,13,65.76994313,0,87,3.72,45.69,11,19,23,63,89,52,56,46,5,0.99,70
Canada,AI Engineer,LLM,Mid,5,90346,Bootcamp,Education,Small,2020,Remote,4.57,6,50.3168437,0.131,98,9.14,85.56,8,29,26,17,81,94,81,22,44,2,77
Japan,Data Scientist,NLP,Senior,8,97428,Bootcamp,Tech,Startup,2021,Remote,3.66,22,77.05846982,0.032,46,9.49,73.12,4,26,47,10,74,50,58,52,48,1.71,72
Japan,NLP Engineer,Analytics,Entry,0,56622,Master,Gaming,Medium,2020,Onsite,4.3,17,52.14573834,0.365,75,4.88,59.29,9,30,63,84,71,54,67,29,41,0.88,63
UK,Software Engineer AI,Generative AI,Mid,2,75174,PhD,Education,Small,2024,Onsite,3.29,15,11.36528889,0.1,68,7.08,74.45,7,14,23,94,75,57,50,52,1,2.12,65
